(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B06XD5796D,B06XD5796D,"Southern Marsh Men's Authentic T-Shirt, Short Sleeve Tee, Washed Sky Blue, XX-Large",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0DD6KB9KM,B06XMXWRT3,"Southern Marsh Men’s Cocktail Collection Sazerac T-Shirt, Short Sleeve Tee, Indigo, Small",44,0,0.18%,0.00%,54,0,0.18%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CWDDCJ2,B06XN6GL1P,"Youth Expedition Series - Wood Duck, Melon, Youth Large",5,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06XXYBYKQ,B06XXYBYKQ,Southern Marsh Brighton Short - Fractured Lines,8,0,0.03%,0.00%,18,0,0.06%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06XXYBYKQ,B06XXYLR17,"Southern Marsh The Brighton Short - Gingham, Pink, W00",30,2,0.12%,0.91%,40,5,0.13%,1.86%,100.00%,100.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09GTXKG3C,B06XY1JZY4,"Southern Marsh Dockside Swim Trunk, Audubon Tan, Small",6,0,0.02%,0.00%,8,0,0.03%,0.00%,75.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06WLHVKVJ,B06Y1B5WBP,"Southern Marsh Youth Authentic, Washed Blue, Youth Small",15,0,0.06%,0.00%,17,0,0.06%,0.00%,81.25%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06WLHVKVJ,B06Y1BBZ45,"Southern Marsh Youth Authentic, Washed Blue, Youth Medium",19,0,0.08%,0.00%,19,0,0.06%,0.00%,94.74%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06XXYBYKQ,B06Y61NTXH,"Southern Marsh Men’s SEAWASH Charleston - 6in. Flat Shorts, Light Blue, W36",4,0,0.02%,0.00%,4,0,0.01%,0.00%,66.67%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06XXYBYKQ,B06Y63NW7H,"Southern Marsh Men’s SEAWASH Charleston - 6in. Flat Shorts, Light Blue, W34",15,0,0.06%,0.00%,16,0,0.05%,0.00%,92.31%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06XXYBYKQ,B06Y63SSMS,"Southern Marsh Men’s SEAWASH Charleston - 6in. Flat Shorts, Light Blue, W38",8,0,0.03%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06XXYBYKQ,B06Y64HBXZ,"Southern Marsh Men’s SEAWASH Charleston - 6in. Flat Shorts, Light Blue, W32",13,0,0.05%,0.00%,17,0,0.06%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B06ZYD7K65,B06ZYDF3QN,"Southern Marsh Women’s Caroline V-Neck T-Shirt, Short Sleeve Tee, Wharf Purple, Small",13,0,0.05%,0.00%,20,0,0.07%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B084NYK4TJ,B06ZZ3L4ZK,"Southern Marsh The Brighton Shorts - Santorini, Royal Blue, W00",15,1,0.06%,0.46%,22,2,0.07%,0.74%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
