(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0BFJWB93C,B0BFK13Z99,"Southern Marsh Men's MarshLUX Water Meter T-Shirt, Short Sleeve Tee, Slate, 3X-Large",1,0,0.00%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BFJTW1MS,B0BFK59ZGZ,"Southern Marsh, Bermuda Performance Polo - Paulson, White & Midnight Gray, XX-Large",5,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BFJYLNGM,B0BFKK4HT3,"Southern Marsh, Abaco Mesh Performance Polo, Red, Small",3,0,0.01%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BFJZ2H9H,B0BFKS6TPH,"Southern Marsh, Altitude Tee - Tent - Long Sleeve, Burnt Sage, X-Large",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BGVGMCGQ,B0BGVGMCGQ,Southern Marsh Youth's Altitude - Lantern T-Shirt – Long Sleeve Casual Graphic Tee,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BGVMGQTP,B0BGVGTQ58,"Southern Marsh, Youth Abaco Mesh Performance Polo, Red, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BGVMGQTP,B0BGVMGQTP,Southern Marsh Youth Abaco Mesh Performance Polo,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BGVGMCGQ,B0BGVYRBQK,"Southern Marsh Youth’s Altitude Lantern T-Shirt, Long Sleeve Tee, Washed Oatmeal, Medium",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BGVGMCGQ,B0BGW4FW45,"Southern Marsh Youth’s Altitude Lantern T-Shirt, Long Sleeve Tee, Washed Oatmeal, Small",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B221QVNM,B0BJGSQ4J2,"Southern Marsh Men’s SEAWASH Barely Light T-Shirt, Short Sleeve Tee, Washed Blue, Small",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B221QVNM,B0BJGWW1M3,"Southern Marsh Men’s SEAWASH Barely Light T-Shirt, Short Sleeve Tee, Dark Green, Large",11,0,0.05%,0.00%,14,0,0.05%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B221QVNM,B0BJH8L1SW,"Southern Marsh Men’s SEAWASH Barely Light T-Shirt, Short Sleeve Tee, Dark Green, Medium",5,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B21VWV1Y,B0BJHF1Q6C,"Southern Marsh Men's SEAWASH Grand Cay T-Shirt, Short Sleeve Tee, Rust, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B221QVNM,B0BJHGHRCP,"Southern Marsh Men’s SEAWASH Barely Light T-Shirt, Short Sleeve Tee, Washed Blue, Medium",3,0,0.01%,0.00%,4,0,0.01%,0.00%,33.33%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BJS7JQ9C,B0BJS7JQ9C,Southern Marsh Men’s SEAWASH Branding - Tradition T-Shirt – Short Sleeve Casual Graphic Tee,2,0,0.01%,0.00%,2,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0GKY9PPM2,B0BJSKRCPQ,"Southern Marsh Lanier Stretch Relaxed Shorts - 7in., Dark Grey, Medium",3,0,0.01%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0DF2BYQND,B0BZTC48TX,"Southern Marsh Men’s Island Burst Performance Polo Shirt, Short Sleeve Shirt, Maroon & Dark Gray, Large",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B21WNHY9,B0BZTC55VL,"Southern Marsh Men’s Pick Six Performance Polo Shirt, Short Sleeve Shirt, Light Gray & White, Medium",43,0,0.18%,0.00%,47,0,0.15%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0DF2BYQND,B0BZTCQFK3,"Southern Marsh Men’s Island Burst Performance Polo Shirt, Short Sleeve Shirt, Maroon & Dark Gray, Medium",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B221D16K,B0BZTD844X,"Southern Marsh Men's Calabash Performance Dress Shirt, Long Sleeve Woven Dress Shirt, French Blue & Blue, X-Large",9,0,0.04%,0.00%,14,0,0.05%,0.00%,87.50%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0DF2BYQND,B0BZTDNF5G,"Southern Marsh Men’s Island Burst Performance Polo Shirt, Short Sleeve Shirt, Maroon & Dark Gray, X-Large",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B21WNHY9,B0BZTDWX4S,"Southern Marsh Men’s Pick Six Performance Polo Shirt, Short Sleeve Shirt, Light Gray & White, Large",21,0,0.09%,0.00%,31,0,0.10%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B21ZLRVV,B0BZTF18QV,"Southern Marsh Men's SEAWASH Waterfowl Feathers T-Shirt, Short Sleeve Tee, Washed Blue, Medium",7,0,0.03%,0.00%,8,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BJS7JQ9C,B0BZWMFRG8,"Southern Marsh Men's SEAWASH Branding - Tradition T-Shirt, Short Sleeve Tee, Terracotta, Medium",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09X6CMQW5,B0BZWNJ9L4,"Southern Marsh Posted Lands Trucker Hat, Unisex Hat, Antigua Blue, Regular",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0DWMN4HFM,B0BZWP6V6R,"Southern Marsh Santa Fe Trucker Hat, Unisex Hat, Light Blue, Regular",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0GKYC4VKG,B0BZWTKMG8,"Southern Marsh MarshLUX Mangrove Stripe Pique Polo, Navy, Medium",5,0,0.02%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0GKYC4VKG,B0BZWXGS43,"Southern Marsh MarshLUX Mangrove Stripe Pique Polo, Navy, XX-Large",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0B21WNHY9,B0C4C4H58L,"Southern Marsh Men’s Pick Six Performance Polo Shirt, Short Sleeve Shirt, Light Gray & White, XX-Large",16,0,0.07%,0.00%,22,0,0.07%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CB99L7NP,B0CB98QWXS,"Southern Marsh, Nantucket Performance Shorts - 8 in., Khaki",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CB99L7NP,B0CB98X42F,"Southern Marsh, Nantucket Performance Shorts - 8 in., Burnt Taupe",1,0,0.00%,0.00%,2,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CB99L7NP,B0CB9967V9,"Southern Marsh, Nantucket Performance Shorts - 8 in., Burnt Taupe",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CB99L7NP,B0CB99MJGK,"Southern Marsh, Nantucket Performance Shorts - 8 in., Navy",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CB99L7NP,B0CB9C75L6,"Southern Marsh, Nantucket Performance Shorts - 8 in., Navy",1,0,0.00%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CBNBL44H,B0CBNDMNMX,"Southern Marsh, Nylon Flag - Duck, Red With White, One Size",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFWZHNC3,B0CFMKCGZN,"Southern Marsh, Altitude Tee - Goggles - Long Sleeve, Ash Gray, Large",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09GL1R16Y,B0CFMTSJXG,"Southern Marsh, Youth Mosaic Crab Tee - Long Sleeve, Washed Burnt Taupe, Small",11,0,0.05%,0.00%,13,0,0.04%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09GKZ5JW9,B0CFMVL1C8,"Southern Marsh, Youth SEAWASH Tee - Slope Sunrise - Long Sleeve, Burnt Taupe, Medium",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09GL1R16Y,B0CFMXLKJJ,"Southern Marsh, Youth Mosaic Crab Tee - Long Sleeve, Washed Burnt Taupe, Medium",6,0,0.02%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BFJX3WYV,B0CFMYLHSK,"Southern Marsh Men's Altitude Tent Wine T-Shirt, Short Sleeve Tee, Wine, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFWZHNC3,B0CFMZ2R1M,"Southern Marsh, Altitude Tee - Goggles - Long Sleeve, Ash Gray, Medium",3,0,0.01%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFWWYL3Q,B0CFMZQG5H,"Southern Marsh Youth’s Altitude Tent T-Shirt, Long Sleeve Tee, Wine, Large",1,0,0.00%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CYC5F85,B0CFN1LRWV,"Southern Marsh Men’s FieldTec Heathered Performance Long Sleeve T-Shirt, Bear Long Sleeve Tee, Dark Olive, X-Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFWQT3VB,B0CFN2Q1ZP,"Southern Marsh, Altitude Tee - Lantern, White, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFWKQ2B8,B0CFN2QT7N,"Southern Marsh Men’s FieldTec Heathered Performance Long Sleeve T-Shirt, Liberty Long Sleeve Tee, Navy, Small",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFWKQ2B8,B0CFN3TWHG,"Southern Marsh Men’s FieldTec Heathered Performance Long Sleeve T-Shirt, Liberty Long Sleeve Tee, Midnight Gray, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFWZHNC3,B0CFN49CTY,"Southern Marsh Men’s Altitude Long Sleeve T-Shirt, Goggles Long Sleeve Tee, Bluestone, X-Large",4,0,0.02%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFWZHNC3,B0CFN4N1XY,"Southern Marsh Men’s Altitude Long Sleeve T-Shirt, Goggles Long Sleeve Tee, Bluestone, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFWZHNC3,B0CFN5LY49,"Southern Marsh, Altitude Tee - Goggles - Long Sleeve, Ash Gray, XX-Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CYC5F85,B0CFN7BRRM,"Southern Marsh Men’s FieldTec Heathered Performance Long Sleeve T-Shirt, Bear Long Sleeve Tee, Dark Olive, Medium",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFWZHNC3,B0CFN7QKZY,"Southern Marsh Men’s Altitude Long Sleeve T-Shirt, Goggles Long Sleeve Tee, Bluestone, Medium",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFWWYYJS,B0CFN7TLQK,"Southern Marsh Men’s FieldTec Comfort Long Sleeve T-Shirt, Morning Flyover Long Sleeve Tee, Dark Olive, Medium",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CYC5F85,B0CFN7X6CB,"Southern Marsh Men’s FieldTec Heathered Performance Long Sleeve T-Shirt, Bear Long Sleeve Tee, Dark Olive, Large",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BFJX3WYV,B0CFN81YP6,"Southern Marsh Men's Altitude Tent Wine T-Shirt, Short Sleeve Tee, Wine, Medium",5,0,0.02%,0.00%,7,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFX23MWL,B0CFN8FDQV,"Southern Marsh Men’s FieldTec Heathered Performance Long Sleeve T-Shirt, Speckled Sunset Long Sleeve Tee, Burnt Taupe, Medium",4,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFWWYYJS,B0CFN8NWMB,"Southern Marsh Men’s FieldTec Comfort Long Sleeve T-Shirt, Morning Flyover Long Sleeve Tee, Navy, Medium",1,0,0.00%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFWQT3VB,B0CFNB391C,"Southern Marsh Men's Altitude Lantern T-Shirt, Short Sleeve Tee, Washed Oatmeal, Small",8,0,0.03%,0.00%,11,0,0.04%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFX23MWL,B0CFNFFFDL,"Southern Marsh Men’s FieldTec Heathered Performance Long Sleeve T-Shirt, Speckled Sunset Long Sleeve Tee, Burnt Taupe, Large",9,0,0.04%,0.00%,11,0,0.04%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFWZHNC3,B0CFNFGGL7,"Southern Marsh, Altitude Tee - Goggles - Long Sleeve, Ash Gray, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFWZHNC3,B0CFNFGMS3,"Southern Marsh Men’s Altitude Long Sleeve T-Shirt, Goggles Long Sleeve Tee, Bluestone, XX-Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFWZHNC3,B0CFNFGZXN,"Southern Marsh, Altitude Tee - Goggles - Long Sleeve, Ash Gray, X-Large",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CFWQT3VB,B0CFWQT3VB,Southern Marsh Men's Altitude - Lantern T-Shirt – Short Sleeve Casual Graphic Tee,1,0,0.00%,0.00%,2,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CGJHQTS9,B0CG6QVRHK,"Southern Marsh, Tag Visor, Navy with Tag, One Size",4,0,0.02%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CGJFS2KS,B0CG6SXDPH,"Southern Marsh, Tag Hat, Brown with Tag, One Size",7,0,0.03%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CG7X5XKW,B0CG79N7VZ,"Southern Marsh, Tidal Performance Stretch Zip Hoodie, Khaki, X-Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0BFJXGHNG,B0CG7CBQZJ,"Southern Marsh, SEAWASH Sweatshirt - Fly Line, Dark Olive, X-Small",1,0,0.00%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CG7D4LQB,B0CG7D4LQB,Southern Marsh Shenandoah Performance Check Dress Shirt,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CG7GF18G,B0CG7D9M1S,"Southern Marsh Men's Blanco Plaid Dress Shirts, Long Sleeve Shirt, Navy & Dark Green, Small",8,0,0.03%,0.00%,13,0,0.04%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CG7GF18G,B0CG7GF18G,Southern Marsh Blanco Plaid Dress Shirt,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CG7GF18G,B0CG7J88W8,"Southern Marsh Men's Blanco Plaid Dress Shirts, Long Sleeve Shirt, Navy & Dark Green, Medium",6,0,0.02%,0.00%,7,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CG7KYY5F,B0CG7JRLSM,"Southern Marsh, Cedar Creek Performance Pullover, Midnight Gray, Medium",1,0,0.00%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CG7KYY5F,B0CG7KB395,"Southern Marsh, Cedar Creek Performance Pullover, Midnight Gray, Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08CYB2QDP,B0CG7RXVCW,"Southern Marsh Women’s SOUTHERNCLASSICS Cozy Sweatshirt, Long Sleeve Shirt, Olive, X-Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CG7D4LQB,B0CG7W59S7,"Southern Marsh, Shenandoah Performance Check Dress Shirt, French Blue & White, Small",8,0,0.03%,0.00%,10,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CG7X5XKW,B0CG81W44J,"Southern Marsh, Tidal Performance Stretch Zip Hoodie, Khaki, X-Small",3,0,0.01%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CG7X5XKW,B0CG85HWYM,"Southern Marsh, Tidal Performance Stretch Zip Hoodie, Khaki, Medium",2,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CGB3HQHP,B0CGBFVM7B,"Southern Marsh, Youth Arapaho Fleece Pullover, Red & Black (Small)",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07XZGMXGB,B0CGFXVDYM,"Southern Marsh Brooke Heathered Legging (Small, Midnight Gray)",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07XZGMXGB,B0CGG6WPRG,"Southern Marsh Brooke Heathered Legging (Medium, Midnight Gray)",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07XZGMXGB,B0CGG8GFNT,"Southern Marsh Brooke Heathered Legging (X-Large, Midnight Gray)",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B07XZGMXGB,B0CGGFLS25,"Southern Marsh Brooke Heathered Legging (Large, Midnight Gray)",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0G6B5YP8J,B0CHMS6WCV,"Southern Marsh Men’s Mansfield Performance Pullover, Long Sleeve Pullover Sweater, Dark Olive, X-Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B097S45BTQ,B0CKVVVHSL,"Southern Marsh Youth’s Tile Fish T-Shirt, Long Sleeve Tee, Navy, Medium",4,0,0.02%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CKVV7KYS,B0CKVW36V9,"Southern Marsh Youth’s FieldTec Comfort Engraved Outfitter T-Shirt, Long Sleeve Tee, Slate, Medium",4,0,0.02%,0.00%,4,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CKVV7KYS,B0CKVXSG6K,"Southern Marsh Youth’s FieldTec Comfort Engraved Outfitter T-Shirt, Long Sleeve Tee, Slate, Small",5,0,0.02%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0DDXJKJJC,B0CKWHRRJM,"Southern Marsh Youth’s SEAWASH Etched Elk T-Shirt, Long Sleeve Tee, Washed Blue, Small",2,0,0.01%,0.00%,2,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0GKYJ8HNJ,B0CT949D8N,"Southern Marsh Dockside Swim Trunks - Off The Charts, Mountain Purple & Tan, XX-Large",2,0,0.01%,0.00%,2,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CT96YLHD,B0CT96YLHD,"Southern Marsh Dockside Swim Trunks - Rope Chambray, Coral & Royal Blue, X-Small",1,0,0.00%,0.00%,1,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVHYFYZJ,B0CVHYFYZJ,"Southern Marsh Men's Aiken Windowpane Wrinkle Free Dress Shirts, Long Sleeve Shirt, Navy & Mint, XX-Large",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B08R11LSDM,B0CVHZV2ZL,"Southern Marsh Billfish Lined Performance Shorts - 7in., Burnt Taupe, XX-Large",6,0,0.02%,0.00%,6,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B097S46PHM,B0CVJ1XYNL,"Southern Marsh Men's Gonzales Gingham Performance Dress Shirts, Long Sleeve Shirt, Lilac and Mint, XX-Large",7,0,0.03%,0.00%,11,0,0.04%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVJ3LJDL,B0CVJ3LJDL,"Southern Marsh Billfish Lined Performance Shorts - 7in., Burnt Taupe, Medium",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVJ6CV7N,B0CVJ6CV7N,"Southern Marsh Billfish Lined Performance Shorts - 7in., Burnt Taupe, X-Large",5,0,0.02%,0.00%,5,0,0.02%,0.00%,60.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B097S46PHM,B0CVJ7D42T,"Southern Marsh Men's Gonzales Gingham Performance Dress Shirts, Long Sleeve Shirt, Lilac and Mint, X-Large",4,0,0.02%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B097S46PHM,B0CVJ8TT33,"Southern Marsh Men's Gonzales Gingham Performance Dress Shirts, Long Sleeve Shirt, Lilac and Mint, Large",4,0,0.02%,0.00%,7,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVJ98H4K,B0CVJ98H4K,"Southern Marsh Men's Brentwood Gingham Performance Dress Shirts, Long Sleeve Shirt, Navy, Large",3,0,0.01%,0.00%,3,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B097S46PHM,B0CVJ9HN7V,"Southern Marsh Men's Gonzales Gingham Performance Dress Shirts, Long Sleeve Shirt, Lilac and Mint, Small",6,0,0.02%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0G69X1L8Q,B0CVJ9YFCC,"Southern Marsh Men's Aiken Windowpane Wrinkle Free Dress Shirts, Long Sleeve Shirt, Navy & Mint, Large",0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0CVJY493N,B0CVJY493N,"Southern Marsh Rachel Relaxed Shorts, White, Medium",4,0,0.02%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09X6F9VNZ,B0D7YJTQ15,"Southern Marsh Performance Hat - Spot Sighting, Antigua Blue",7,0,0.03%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09X6G4M39,B0D7YLFFPJ,"Southern Marsh Youth Trucker Hat - Posted Lands, Antigua Blue",8,0,0.03%,0.00%,9,0,0.03%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B0D7Z3LP2Q,B0D7YMVJY1,"Southern Marsh Performance Hat - Duck, Slate",12,0,0.05%,0.00%,19,0,0.06%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
B09X6CMQW5,B0D7YN8RCZ,"Southern Marsh Trucker Hat - Posted Lands, Peach",4,0,0.02%,0.00%,5,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,$0.00,$0.00,0,0
